age,job,marital,education,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
33,services,single,secondary,459,true,false,cellular,29,jan,241,1,266,2,failure,false
26,services,single,secondary,512,true,true,cellular,30,jan,206,5,239,3,failure,false
31,services,single,secondary,122,true,false,cellular,4,feb,157,4,268,2,failure,false
31,services,single,secondary,695,true,false,cellular,3,apr,314,1,318,1,failure,false
43,management,single,tertiary,-56,true,false,cellular,18,nov,146,2,151,14,failure,false
49,management,single,tertiary,145,true,false,cellular,29,jan,57,2,248,38,failure,false
31,management,single,tertiary,170,true,true,cellular,5,may,168,1,265,2,failure,false
34,management,single,tertiary,5945,true,false,cellular,8,may,285,1,170,1,failure,false
33,management,single,tertiary,48,true,false,cellular,11,may,400,1,173,5,failure,false
36,technician,single,secondary,1855,true,false,cellular,4,feb,75,1,273,1,failure,false
23,technician,single,secondary,28,true,false,cellular,17,apr,183,3,325,2,failure,false
27,technician,single,secondary,2,true,true,cellular,6,may,554,2,356,1,failure,true
38,blue-collar,single,secondary,13156,true,false,cellular,17,apr,291,4,331,1,failure,false
36,entrepreneur,single,tertiary,658,true,false,cellular,29,jan,99,1,227,3,failure,false
50,self-employed,single,tertiary,21,true,false,cellular,18,nov,157,1,188,1,failure,false
32,self-employed,single,tertiary,519,true,false,cellular,16,apr,317,2,149,1,failure,false
38,management,single,tertiary,455,true,false,cellular,19,feb,255,2,555,6,success,true
28,management,single,tertiary,223,true,false,cellular,1,jun,303,1,278,3,success,true
40,management,single,tertiary,3840,true,false,cellular,24,sep,232,2,409,2,success,true
33,technician,single,secondary,1279,true,false,cellular,18,may,239,2,349,3,success,false
55,admin.,single,secondary,802,true,true,unknown,5,may,100,2,-1,0,unknown,false
30,admin.,single,secondary,387,true,false,unknown,8,may,75,1,-1,0,unknown,false
28,admin.,single,secondary,2831,true,false,unknown,9,may,211,3,-1,0,unknown,false
39,admin.,single,secondary,1242,true,false,unknown,12,may,303,3,-1,0,unknown,false
49,admin.,single,secondary,2040,true,false,unknown,15,may,204,1,-1,0,unknown,false
22,admin.,single,secondary,118,true,false,unknown,16,may,270,1,-1,0,unknown,false
31,admin.,single,secondary,431,true,true,unknown,20,may,1045,1,-1,0,unknown,true
34,admin.,single,secondary,66,true,false,unknown,26,may,237,1,-1,0,unknown,false
27,admin.,single,secondary,1391,true,false,unknown,27,may,319,1,-1,0,unknown,false
30,admin.,single,secondary,3809,true,false,unknown,3,jun,159,4,-1,0,unknown,false
36,admin.,single,secondary,810,true,false,unknown,17,jun,296,1,-1,0,unknown,false
48,admin.,single,secondary,1253,true,false,unknown,18,jun,245,2,-1,0,unknown,false
28,admin.,single,secondary,1143,true,true,unknown,4,jul,260,3,-1,0,unknown,false
26,admin.,single,tertiary,1100,true,false,cellular,21,jul,240,1,-1,0,unknown,false
47,admin.,single,secondary,303,true,true,cellular,28,jul,152,4,-1,0,unknown,false
32,admin.,single,secondary,2817,true,false,cellular,21,nov,195,1,-1,0,unknown,false
33,admin.,single,secondary,549,true,false,cellular,14,apr,44,2,-1,0,unknown,false
36,admin.,single,tertiary,918,true,false,cellular,16,apr,127,2,-1,0,unknown,false
30,admin.,single,tertiary,739,true,false,cellular,17,apr,297,1,-1,0,unknown,false
36,admin.,single,secondary,9,true,false,cellular,7,may,473,2,-1,0,unknown,false
43,admin.,single,secondary,979,true,false,cellular,8,may,154,1,-1,0,unknown,false
40,admin.,single,primary,846,true,false,cellular,14,may,204,1,-1,0,unknown,false
31,admin.,single,tertiary,52,true,false,cellular,14,oct,71,1,-1,0,unknown,false
28,student,single,tertiary,836,true,false,unknown,19,may,36,1,-1,0,unknown,false
33,student,single,tertiary,3404,true,false,unknown,2,jun,312,3,-1,0,unknown,false
38,student,single,tertiary,1523,true,false,unknown,5,jun,17,16,-1,0,unknown,false
25,student,single,tertiary,0,true,false,cellular,7,may,178,1,-1,0,unknown,false
30,student,single,tertiary,228,true,false,cellular,13,may,314,2,-1,0,unknown,true
20,services,single,secondary,-103,true,false,unknown,13,may,180,1,-1,0,unknown,false
41,services,single,secondary,197,true,false,unknown,19,may,112,1,-1,0,unknown,false
41,services,single,secondary,1629,true,false,unknown,20,may,85,1,-1,0,unknown,false
27,services,single,secondary,430,true,false,unknown,23,may,116,2,-1,0,unknown,false
32,services,single,secondary,284,true,false,unknown,28,may,63,2,-1,0,unknown,false
26,services,single,secondary,-74,true,false,unknown,4,jun,147,1,-1,0,unknown,false
32,services,single,secondary,11287,true,false,cellular,21,nov,92,7,-1,0,unknown,false
28,services,single,secondary,217,true,false,cellular,9,feb,379,3,-1,0,unknown,false
40,services,single,secondary,65,true,false,cellular,15,may,15,3,-1,0,unknown,false
39,management,single,tertiary,220,true,false,unknown,8,may,87,2,-1,0,unknown,false
32,management,single,tertiary,3,true,false,unknown,8,may,161,1,-1,0,unknown,false
34,management,single,tertiary,1891,true,false,unknown,9,may,162,5,-1,0,unknown,false
40,management,single,tertiary,36,true,false,unknown,27,may,240,3,-1,0,unknown,false
29,management,single,tertiary,5980,true,false,unknown,28,may,317,1,-1,0,unknown,false
35,management,single,tertiary,565,true,false,unknown,30,may,763,1,-1,0,unknown,true
30,management,single,secondary,308,true,true,unknown,2,jun,175,2,-1,0,unknown,false
40,management,single,tertiary,383,true,false,unknown,6,jun,106,5,-1,0,unknown,false
36,management,single,tertiary,624,true,false,unknown,6,jun,141,3,-1,0,unknown,false
41,management,single,tertiary,1113,true,true,unknown,9,jun,388,12,-1,0,unknown,false
28,management,single,tertiary,0,true,false,cellular,16,jul,767,5,-1,0,unknown,true
26,management,single,secondary,609,true,false,cellular,21,jul,594,1,-1,0,unknown,false
26,management,single,tertiary,14004,true,false,cellular,23,jul,167,1,-1,0,unknown,false
28,management,single,tertiary,1466,true,false,cellular,25,jul,40,1,-1,0,unknown,false
30,management,single,tertiary,2,true,true,cellular,25,jul,1031,8,-1,0,unknown,true
27,management,single,secondary,0,true,true,cellular,28,jul,125,2,-1,0,unknown,false
38,management,single,tertiary,2454,true,false,cellular,14,aug,373,2,-1,0,unknown,false
39,management,single,tertiary,968,true,false,cellular,22,aug,199,6,-1,0,unknown,false
32,management,single,tertiary,5,true,false,cellular,26,aug,520,4,-1,0,unknown,false
30,management,single,tertiary,485,true,false,cellular,21,nov,89,2,-1,0,unknown,false
48,management,single,tertiary,0,true,true,cellular,8,may,76,1,-1,0,unknown,false
29,management,single,tertiary,499,true,false,cellular,15,may,338,1,-1,0,unknown,false
33,management,single,tertiary,952,true,false,cellular,29,apr,1241,5,-1,0,unknown,true
31,technician,single,tertiary,491,true,false,unknown,8,may,237,1,-1,0,unknown,false
26,technician,single,secondary,3,true,false,unknown,19,may,610,1,-1,0,unknown,false
27,technician,single,secondary,648,true,false,unknown,28,may,198,3,-1,0,unknown,false
32,technician,single,secondary,1210,true,true,unknown,28,may,267,4,-1,0,unknown,false
31,technician,single,secondary,335,true,false,unknown,28,may,87,5,-1,0,unknown,false
49,technician,single,secondary,1202,true,false,unknown,18,jun,122,1,-1,0,unknown,false
37,technician,single,secondary,103,true,false,cellular,30,jul,124,3,-1,0,unknown,false
37,technician,single,secondary,3,true,false,cellular,8,aug,90,5,-1,0,unknown,false
30,technician,single,tertiary,1271,true,false,cellular,26,aug,303,5,-1,0,unknown,false
35,technician,single,secondary,634,true,false,cellular,29,aug,122,2,-1,0,unknown,false
33,technician,single,secondary,2466,true,false,cellular,21,nov,132,2,-1,0,unknown,false
53,technician,single,tertiary,-167,true,true,cellular,2,feb,289,1,-1,0,unknown,false
32,technician,single,secondary,14,true,true,cellular,16,apr,429,1,-1,0,unknown,false
31,technician,single,secondary,591,true,true,cellular,15,may,14,5,-1,0,unknown,false
31,technician,single,secondary,-348,true,false,cellular,18,may,410,1,-1,0,unknown,false
32,technician,single,tertiary,654,true,false,cellular,25,may,615,4,-1,0,unknown,true
36,unemployed,single,tertiary,1316,true,false,unknown,30,may,265,2,-1,0,unknown,false
33,unemployed,single,secondary,237,true,false,cellular,4,feb,1052,2,-1,0,unknown,false
45,unemployed,single,primary,2249,true,false,cellular,9,feb,247,5,-1,0,unknown,false
34,blue-collar,single,secondary,53,true,true,unknown,5,may,346,1,-1,0,unknown,false
27,blue-collar,single,secondary,0,true,false,unknown,7,may,191,4,-1,0,unknown,false
33,blue-collar,single,secondary,56,true,false,unknown,8,may,112,2,-1,0,unknown,false
30,blue-collar,single,unknown,-149,true,true,unknown,12,may,164,3,-1,0,unknown,false
38,blue-collar,single,unknown,573,true,false,unknown,12,may,334,7,-1,0,unknown,false
50,blue-collar,single,secondary,708,true,false,unknown,15,may,104,1,-1,0,unknown,false
26,blue-collar,single,primary,102,true,false,unknown,16,may,46,1,-1,0,unknown,false
44,blue-collar,single,unknown,0,true,false,unknown,23,may,354,4,-1,0,unknown,false
30,blue-collar,single,primary,4009,true,false,unknown,23,may,260,4,-1,0,unknown,false
41,blue-collar,single,unknown,961,true,false,unknown,29,may,117,1,-1,0,unknown,false
23,blue-collar,single,secondary,27,true,false,unknown,2,jun,280,2,-1,0,unknown,false
37,blue-collar,single,secondary,277,true,false,unknown,3,jun,87,6,-1,0,unknown,false
39,blue-collar,single,primary,1530,true,false,unknown,9,jun,140,1,-1,0,unknown,false
43,blue-collar,single,primary,999,true,false,unknown,12,jun,317,1,-1,0,unknown,false
33,blue-collar,single,tertiary,350,true,false,unknown,24,jun,137,5,-1,0,unknown,false
31,blue-collar,single,secondary,324,true,false,cellular,21,jul,167,4,-1,0,unknown,false
42,blue-collar,single,primary,1628,true,false,cellular,25,jul,590,8,-1,0,unknown,true
32,blue-collar,single,primary,1918,true,false,cellular,17,nov,321,1,-1,0,unknown,false
46,blue-collar,single,primary,96,true,false,cellular,19,nov,217,1,-1,0,unknown,false
30,blue-collar,single,primary,0,true,false,cellular,20,nov,1329,2,-1,0,unknown,false
33,blue-collar,single,secondary,5739,true,true,cellular,21,nov,374,1,-1,0,unknown,false
29,blue-collar,single,secondary,2,true,true,cellular,21,apr,379,5,-1,0,unknown,true
46,blue-collar,single,secondary,521,true,false,cellular,13,may,502,1,-1,0,unknown,false
32,blue-collar,single,secondary,217,true,false,cellular,15,may,692,3,-1,0,unknown,true
37,blue-collar,single,secondary,6281,true,false,cellular,18,may,242,1,-1,0,unknown,false
29,blue-collar,single,secondary,922,true,false,cellular,18,may,72,1,-1,0,unknown,false
36,entrepreneur,single,secondary,157,true,false,unknown,8,may,41,1,-1,0,unknown,false
30,entrepreneur,single,tertiary,216,true,false,cellular,20,apr,182,3,-1,0,unknown,false
40,self-employed,single,tertiary,-94,true,false,cellular,16,jul,90,1,-1,0,unknown,false
41,admin.,single,secondary,3895,true,false,cellular,14,may,305,3,296,11,other,false
28,admin.,single,secondary,154,true,false,cellular,15,may,536,1,364,1,other,true
31,services,single,secondary,342,true,false,cellular,15,may,117,5,366,7,other,false
26,management,single,tertiary,155,true,false,cellular,27,may,74,4,43,5,other,false
51,technician,single,secondary,527,true,false,cellular,30,jan,197,1,2,3,other,false
30,technician,single,unknown,878,true,false,cellular,15,may,173,3,298,3,other,false
27,blue-collar,single,unknown,-15,true,true,cellular,15,may,212,4,312,6,other,false
37,admin.,single,secondary,686,true,false,cellular,5,may,253,3,280,2,failure,false
33,admin.,single,secondary,223,true,true,cellular,14,may,15,11,352,4,failure,false
35,admin.,single,secondary,1810,true,false,cellular,25,aug,52,2,92,2,failure,false
43,services,single,secondary,518,true,false,cellular,11,may,295,1,370,1,failure,false
32,services,single,secondary,1987,true,false,telephone,15,may,36,2,176,2,failure,false
34,management,single,tertiary,1049,true,false,cellular,17,nov,101,2,129,1,failure,false
36,management,single,tertiary,1531,true,false,cellular,8,may,81,3,170,1,failure,false
30,management,single,tertiary,499,true,false,cellular,13,aug,92,2,90,1,failure,false
28,management,single,tertiary,1414,true,false,cellular,8,jul,294,1,521,1,failure,true
30,technician,single,tertiary,0,true,false,cellular,18,nov,342,2,174,1,failure,false
31,technician,single,tertiary,985,true,false,cellular,17,apr,997,1,57,2,failure,true
42,technician,single,secondary,568,true,false,cellular,6,may,311,2,341,2,failure,false
55,technician,single,secondary,99,true,false,cellular,12,may,300,1,370,3,failure,false
38,technician,single,secondary,61,true,false,cellular,13,may,109,1,359,8,failure,false
30,blue-collar,single,secondary,144,true,false,cellular,5,feb,259,1,260,3,failure,false
36,blue-collar,single,primary,263,true,false,cellular,17,apr,199,2,337,2,failure,false
33,blue-collar,single,primary,405,true,false,cellular,14,may,99,4,353,1,failure,false
23,blue-collar,single,primary,8627,true,false,cellular,15,may,169,1,346,1,failure,false
33,services,single,secondary,772,true,false,cellular,29,jan,323,2,259,3,success,false
33,services,single,secondary,152,true,false,cellular,25,may,202,2,365,2,success,true
36,technician,single,secondary,1228,true,false,cellular,14,aug,153,2,102,3,success,false
27,blue-collar,single,primary,409,true,false,cellular,18,may,276,4,301,2,success,false
24,admin.,single,secondary,845,true,false,unknown,13,may,105,1,-1,0,unknown,false
47,admin.,single,tertiary,1192,true,false,unknown,15,may,217,2,-1,0,unknown,false
21,admin.,single,secondary,325,true,false,unknown,16,may,467,1,-1,0,unknown,false
31,admin.,single,secondary,160,true,true,unknown,20,may,233,2,-1,0,unknown,false
27,admin.,single,secondary,-215,true,false,unknown,20,may,89,3,-1,0,unknown,false
29,admin.,single,secondary,5711,true,true,unknown,21,may,899,1,-1,0,unknown,false
34,admin.,single,secondary,5547,true,false,unknown,23,may,313,1,-1,0,unknown,false
35,admin.,single,secondary,91,true,false,unknown,23,may,185,4,-1,0,unknown,false
32,admin.,single,secondary,620,true,false,unknown,26,may,1234,3,-1,0,unknown,true
37,admin.,single,secondary,0,true,false,unknown,29,may,147,4,-1,0,unknown,false
55,admin.,single,secondary,1854,true,false,unknown,30,may,34,2,-1,0,unknown,false
41,admin.,single,secondary,84,true,false,unknown,6,jun,238,3,-1,0,unknown,false
39,admin.,single,secondary,2749,true,false,cellular,19,nov,128,1,-1,0,unknown,false
40,admin.,single,secondary,178,true,false,cellular,7,may,83,1,-1,0,unknown,false
27,admin.,single,secondary,261,true,true,cellular,3,jun,592,4,-1,0,unknown,true
36,retired,single,tertiary,1514,true,false,cellular,12,may,387,3,-1,0,unknown,false
28,student,single,tertiary,22,true,false,cellular,15,may,536,2,-1,0,unknown,true
36,services,single,primary,58,true,false,unknown,6,may,134,1,-1,0,unknown,false
30,services,single,tertiary,136,true,true,unknown,16,may,208,5,-1,0,unknown,false
28,services,single,secondary,6332,true,false,unknown,29,may,76,4,-1,0,unknown,false
30,services,single,secondary,0,true,false,cellular,7,jul,161,2,-1,0,unknown,false
34,services,single,secondary,16,true,false,cellular,20,nov,340,1,-1,0,unknown,false
34,services,single,secondary,1921,true,false,cellular,4,feb,61,1,-1,0,unknown,false
56,services,single,secondary,699,true,false,cellular,20,apr,193,1,-1,0,unknown,false
40,services,single,secondary,573,true,false,cellular,14,may,329,1,-1,0,unknown,false
29,management,single,tertiary,0,true,false,unknown,6,may,211,1,-1,0,unknown,false
42,management,single,tertiary,196,true,false,unknown,12,may,325,3,-1,0,unknown,false
40,management,single,tertiary,867,true,true,unknown,12,may,145,4,-1,0,unknown,false
28,management,single,tertiary,334,true,false,unknown,14,may,438,4,-1,0,unknown,false
33,management,single,tertiary,541,true,true,unknown,21,may,572,1,-1,0,unknown,false
32,management,single,tertiary,1731,true,true,unknown,29,may,323,3,-1,0,unknown,false
36,management,single,tertiary,0,true,false,unknown,3,jun,174,1,-1,0,unknown,false
34,management,single,tertiary,618,true,false,unknown,3,jun,119,4,-1,0,unknown,false
27,management,single,tertiary,3,true,true,cellular,22,jul,506,1,-1,0,unknown,false
26,management,single,tertiary,3,true,false,cellular,23,jul,106,1,-1,0,unknown,false
51,management,single,tertiary,1565,true,false,cellular,24,jul,870,3,-1,0,unknown,false
31,management,single,tertiary,0,true,false,cellular,28,jul,117,3,-1,0,unknown,false
31,management,single,tertiary,53,true,false,cellular,7,aug,165,3,-1,0,unknown,false
35,management,single,tertiary,-1980,true,true,cellular,11,aug,227,1,-1,0,unknown,false
30,management,single,tertiary,717,true,false,cellular,13,aug,130,3,-1,0,unknown,false
35,management,single,tertiary,1496,true,false,cellular,22,aug,73,4,-1,0,unknown,false
35,management,single,tertiary,-108,true,false,cellular,28,aug,74,3,-1,0,unknown,false
33,management,single,tertiary,896,true,false,cellular,19,nov,577,1,-1,0,unknown,false
31,management,single,tertiary,-208,true,true,cellular,20,nov,251,4,-1,0,unknown,false
30,management,single,secondary,8101,true,false,cellular,21,nov,49,1,-1,0,unknown,false
31,management,single,tertiary,4718,true,false,cellular,21,nov,536,1,-1,0,unknown,true
33,management,single,tertiary,153,true,false,cellular,2,feb,405,1,-1,0,unknown,false
27,management,single,tertiary,1137,true,false,cellular,8,may,26,1,-1,0,unknown,false
37,technician,single,unknown,391,true,false,unknown,8,may,103,3,-1,0,unknown,false
50,technician,single,tertiary,0,true,false,unknown,8,may,393,2,-1,0,unknown,false
32,technician,single,tertiary,192,true,false,unknown,16,may,303,5,-1,0,unknown,false
37,technician,single,secondary,1211,true,false,unknown,21,may,795,1,-1,0,unknown,true
32,technician,single,secondary,1307,true,false,unknown,28,may,267,2,-1,0,unknown,false
31,technician,single,secondary,4040,true,false,unknown,2,jun,213,2,-1,0,unknown,false
23,technician,single,secondary,-306,true,false,unknown,4,jun,217,2,-1,0,unknown,false
28,technician,single,tertiary,0,true,false,unknown,4,jun,205,6,-1,0,unknown,false
25,technician,single,secondary,35,true,false,cellular,30,jul,96,29,-1,0,unknown,false
32,technician,single,secondary,5600,true,false,cellular,21,nov,77,1,-1,0,unknown,false
24,technician,single,secondary,393,true,true,cellular,20,apr,714,1,-1,0,unknown,false
41,technician,single,secondary,2242,true,false,cellular,6,may,459,4,-1,0,unknown,false
39,technician,single,tertiary,741,true,false,cellular,7,may,69,1,-1,0,unknown,false
26,technician,single,secondary,3519,true,false,cellular,18,may,283,1,-1,0,unknown,false
33,technician,single,secondary,1429,true,false,cellular,31,aug,268,8,-1,0,unknown,true
31,unemployed,single,secondary,199,true,false,unknown,16,may,86,1,-1,0,unknown,false
36,unemployed,single,primary,0,true,false,telephone,7,jul,63,6,-1,0,unknown,false
50,unemployed,single,tertiary,0,true,false,cellular,6,aug,102,2,-1,0,unknown,false
43,blue-collar,single,primary,548,true,false,unknown,7,may,98,1,-1,0,unknown,false
31,blue-collar,single,secondary,160,true,false,unknown,9,may,25,1,-1,0,unknown,false
28,blue-collar,single,secondary,2845,true,false,unknown,12,may,182,2,-1,0,unknown,false
37,blue-collar,single,primary,117,true,false,unknown,16,may,196,3,-1,0,unknown,false
30,blue-collar,single,secondary,16,true,false,unknown,19,may,127,5,-1,0,unknown,false
27,blue-collar,single,secondary,317,true,false,unknown,20,may,16,10,-1,0,unknown,false
38,blue-collar,single,primary,1375,true,false,unknown,23,may,83,3,-1,0,unknown,false
31,blue-collar,single,tertiary,2197,true,false,unknown,23,may,146,3,-1,0,unknown,false
25,blue-collar,single,secondary,-143,true,true,unknown,27,may,90,1,-1,0,unknown,false
36,blue-collar,single,secondary,3254,true,false,unknown,28,may,300,3,-1,0,unknown,false
28,blue-collar,single,secondary,0,true,false,unknown,4,jun,237,1,-1,0,unknown,false
44,blue-collar,single,tertiary,827,true,false,unknown,18,jun,65,4,-1,0,unknown,false
27,blue-collar,single,primary,553,true,false,unknown,20,jun,157,3,-1,0,unknown,false
29,blue-collar,single,primary,170,true,false,cellular,8,jul,216,1,-1,0,unknown,false
28,blue-collar,single,secondary,371,true,false,cellular,23,jul,159,2,-1,0,unknown,false
43,blue-collar,single,primary,13620,true,false,cellular,20,nov,128,1,-1,0,unknown,false
32,blue-collar,single,secondary,1475,true,false,cellular,21,nov,209,5,-1,0,unknown,false
31,blue-collar,single,secondary,1565,true,false,cellular,21,nov,290,6,-1,0,unknown,false
30,blue-collar,single,primary,459,true,false,cellular,17,apr,439,1,-1,0,unknown,false
33,blue-collar,single,secondary,264,true,false,cellular,17,apr,494,1,-1,0,unknown,false
23,blue-collar,single,secondary,206,true,false,cellular,20,apr,116,3,-1,0,unknown,false
26,blue-collar,single,secondary,191,true,false,cellular,6,may,550,1,-1,0,unknown,true
32,blue-collar,single,primary,7,true,false,cellular,13,may,109,1,-1,0,unknown,false
27,blue-collar,single,secondary,381,true,false,cellular,18,may,143,1,-1,0,unknown,false
32,entrepreneur,single,primary,-849,true,true,cellular,4,feb,204,1,-1,0,unknown,false
28,self-employed,single,secondary,241,true,false,cellular,9,jul,275,1,-1,0,unknown,false
33,admin.,single,secondary,745,true,false,cellular,17,apr,278,2,333,1,other,false
37,admin.,single,primary,912,true,false,cellular,12,may,637,3,328,22,other,true
30,admin.,single,secondary,81,true,false,cellular,6,aug,121,6,112,3,other,false
27,student,single,tertiary,-148,true,false,cellular,11,sep,146,3,224,1,other,false
38,management,single,tertiary,3646,true,false,cellular,12,may,1710,2,286,1,other,true
40,technician,single,secondary,191,true,false,cellular,18,may,19,4,374,1,other,false
30,blue-collar,single,primary,413,true,false,cellular,15,may,148,1,345,4,other,false
38,admin.,single,secondary,569,true,true,cellular,2,feb,164,2,272,2,failure,false
31,services,single,unknown,347,true,false,cellular,5,feb,254,3,260,1,failure,false
37,management,single,tertiary,600,true,false,cellular,17,nov,116,2,196,1,failure,false
35,management,single,tertiary,714,true,false,cellular,7,apr,263,2,224,22,failure,false
32,management,single,tertiary,3981,true,false,cellular,15,apr,362,1,271,1,failure,false
40,management,single,tertiary,-222,true,false,cellular,8,may,291,1,337,1,failure,false
32,management,single,secondary,416,true,false,cellular,13,may,290,1,176,2,failure,false
24,management,single,tertiary,1004,true,false,cellular,5,jun,133,1,67,2,failure,false
45,technician,single,unknown,7108,true,true,cellular,18,nov,53,1,172,3,failure,false
34,technician,single,secondary,1259,true,false,cellular,6,may,379,2,169,1,failure,false
32,technician,single,secondary,1210,true,true,cellular,7,may,107,1,344,4,failure,false
36,technician,single,secondary,2151,true,false,cellular,13,may,134,1,370,1,failure,false
29,technician,single,tertiary,940,true,false,cellular,15,may,757,1,330,1,failure,false
36,technician,single,secondary,23,true,false,cellular,18,may,69,2,333,2,failure,false
35,technician,single,tertiary,992,true,false,cellular,26,aug,79,1,114,3,failure,false
27,technician,single,tertiary,-67,true,false,cellular,6,apr,604,3,236,2,failure,true
34,blue-collar,single,secondary,47,true,false,cellular,14,apr,232,1,147,2,failure,false
35,blue-collar,single,secondary,-947,true,false,cellular,5,may,148,4,362,3,failure,false
34,entrepreneur,single,secondary,339,true,false,cellular,6,may,110,2,359,2,failure,false
46,entrepreneur,single,tertiary,1410,true,false,telephone,13,may,91,5,175,9,failure,false
37,self-employed,single,primary,235,true,false,cellular,17,apr,191,4,323,9,failure,false
22,admin.,single,tertiary,897,true,false,cellular,4,may,98,4,89,4,success,false
30,admin.,single,secondary,265,true,false,cellular,25,may,681,1,181,2,success,true
41,technician,single,tertiary,1646,true,false,cellular,5,aug,172,3,92,8,success,true
23,admin.,single,secondary,1104,true,false,unknown,12,may,120,2,-1,0,unknown,false
31,admin.,single,secondary,296,true,false,unknown,13,may,161,1,-1,0,unknown,false
26,admin.,single,secondary,-235,true,false,unknown,16,may,103,1,-1,0,unknown,false
33,admin.,single,secondary,1221,true,false,unknown,23,may,245,1,-1,0,unknown,false
37,admin.,single,secondary,1066,true,false,unknown,28,may,83,4,-1,0,unknown,false
27,admin.,single,secondary,13,true,false,telephone,8,jul,103,1,-1,0,unknown,false
38,admin.,single,secondary,2246,true,false,cellular,10,jul,370,1,-1,0,unknown,false
28,admin.,single,secondary,2,true,false,cellular,24,jul,454,1,-1,0,unknown,true
31,admin.,single,secondary,19,true,false,cellular,18,nov,1978,1,-1,0,unknown,true
49,admin.,single,secondary,981,true,false,telephone,21,nov,10,3,-1,0,unknown,false
29,admin.,single,secondary,127,true,true,cellular,20,apr,314,1,-1,0,unknown,false
45,admin.,single,secondary,-11,true,false,cellular,5,may,247,1,-1,0,unknown,false
30,admin.,single,secondary,222,true,false,cellular,7,may,455,1,-1,0,unknown,false
33,admin.,single,tertiary,235,true,false,cellular,18,may,525,1,-1,0,unknown,true
20,student,single,tertiary,79,true,false,unknown,14,may,168,3,-1,0,unknown,false
28,student,single,tertiary,290,true,false,telephone,27,nov,24,1,-1,0,unknown,false
20,student,single,secondary,602,true,false,cellular,6,may,373,4,-1,0,unknown,false
49,services,single,secondary,5028,true,false,unknown,12,may,891,1,-1,0,unknown,false
23,services,single,secondary,210,true,false,unknown,20,may,507,1,-1,0,unknown,false
34,services,single,secondary,-96,true,false,unknown,2,jun,269,3,-1,0,unknown,false
37,services,single,secondary,278,true,false,unknown,3,jun,1045,3,-1,0,unknown,true
25,services,single,secondary,3856,true,false,unknown,20,jun,16,28,-1,0,unknown,false
29,services,single,secondary,0,true,false,cellular,11,jul,314,2,-1,0,unknown,false
30,services,single,secondary,1824,true,false,cellular,21,jul,153,2,-1,0,unknown,false
28,services,single,secondary,340,true,false,cellular,24,jul,821,2,-1,0,unknown,true
31,services,single,secondary,456,true,false,cellular,28,jul,322,11,-1,0,unknown,false
25,services,single,secondary,88,true,false,cellular,29,jul,121,18,-1,0,unknown,false
31,services,single,secondary,11386,true,false,cellular,20,nov,356,1,-1,0,unknown,false
40,services,single,secondary,2284,true,false,telephone,16,apr,100,1,-1,0,unknown,false
30,services,single,secondary,297,true,false,cellular,12,may,255,2,-1,0,unknown,false
37,housemaid,single,secondary,465,true,false,cellular,18,may,899,3,-1,0,unknown,true
46,management,single,unknown,1527,true,false,unknown,6,may,269,1,-1,0,unknown,false
33,management,single,secondary,-174,true,false,unknown,15,may,156,5,-1,0,unknown,false
32,management,single,tertiary,-345,true,false,unknown,21,may,74,1,-1,0,unknown,false
34,management,single,tertiary,0,true,false,unknown,23,may,346,1,-1,0,unknown,false
40,management,single,tertiary,-199,true,true,unknown,30,may,109,1,-1,0,unknown,false
36,management,single,tertiary,548,true,true,unknown,30,may,618,3,-1,0,unknown,false
29,management,single,tertiary,144,true,false,unknown,2,jun,105,3,-1,0,unknown,false
30,management,single,tertiary,7845,true,false,unknown,3,jun,59,1,-1,0,unknown,false
31,management,single,tertiary,-205,true,false,unknown,3,jun,56,12,-1,0,unknown,false
29,management,single,tertiary,1566,true,false,unknown,4,jun,233,1,-1,0,unknown,false
42,management,single,tertiary,433,true,false,unknown,25,jun,375,2,-1,0,unknown,false
30,management,single,tertiary,443,true,true,cellular,12,aug,80,2,-1,0,unknown,false
34,management,single,tertiary,9827,true,false,cellular,13,aug,871,4,-1,0,unknown,true
32,management,single,tertiary,1625,true,false,cellular,19,aug,451,6,-1,0,unknown,false
35,management,single,tertiary,385,true,false,cellular,29,aug,168,2,-1,0,unknown,false
41,management,single,tertiary,3013,true,false,cellular,17,nov,150,1,-1,0,unknown,false
34,management,single,tertiary,11350,true,false,cellular,20,nov,159,1,-1,0,unknown,false
35,management,single,tertiary,633,true,false,cellular,17,apr,128,3,-1,0,unknown,false
30,management,single,secondary,161,true,false,cellular,20,apr,397,3,-1,0,unknown,false
34,management,single,unknown,355,true,false,cellular,20,apr,51,3,-1,0,unknown,false
34,management,single,tertiary,705,true,false,cellular,6,may,458,3,-1,0,unknown,false
31,management,single,tertiary,2734,true,false,cellular,15,may,858,3,-1,0,unknown,true
27,management,single,tertiary,438,true,false,cellular,18,may,10,5,-1,0,unknown,false
27,management,single,tertiary,574,true,false,cellular,18,may,196,3,-1,0,unknown,false
31,technician,single,tertiary,703,true,false,unknown,8,may,943,2,-1,0,unknown,true
24,technician,single,secondary,820,true,false,unknown,23,may,665,1,-1,0,unknown,false
26,technician,single,tertiary,77,true,false,unknown,29,may,125,2,-1,0,unknown,false
49,technician,single,secondary,-120,true,true,cellular,9,jul,100,5,-1,0,unknown,false
